ID,Entity,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,MainSentiment,Emotion,Cleaned_Text,Sentiment_Score,Sentiment_Predicted
500,Google,"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ",awe,05-11-2017 22:00, MachuPicchuAdventurer ,Facebook, #Awe #AncientCivilizations ,28,55, Peru ,2017,11,5,22,Other,Awe,summit machu picchu breathtaking panorama whisper secret ancient civilization,0.4588,Positive
501,Facebook,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ",excitement,20-07-2022 21:45, TimesSquareExplorer ,Instagram, #Excitement #UrbanEnergy ,35,70, USA ,2022,7,20,21,Positive,Excitement,heart new york city time square dazzle light vibrant spectacle urban energy,0.8658,Positive
502,Microsoft,"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ",captivation,15-03-2018 17:30, ColosseumAdventurer ,Twitter, #Captivation #GladiatorTales ,25,50, Italy ,2018,3,15,17,Other,Captivation,captivated historical charm colosseum stone echoing tale gladiator valor,0.6486,Positive
503,ApexLegends,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ",serenity,28-10-2019 14:15, MaldivesSailor ,Facebook, #Serenity #ParadiseWhispers ,22,45, Maldives ,2019,10,28,14,Positive,Serenity,sailing azure water maldives wave whisper serenity paradise,0.6369,Positive
504,FIFA,"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ",wonder,10-06-2021 16:00, AmazonExplorer ,Instagram, #Wonder #NatureOrchestra ,30,60, Brazil ,2021,6,10,16,Other,Wonder,midst amazon rainforest symphony wildlife creates orchestra nature wonder,0.4215,Positive
505,Borderlands,"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ",awe,18-08-2017 19:30, GreatWallWalker ,Twitter, #Awe #EngineeringMarvels ,18,35, China ,2017,8,18,19,Other,Awe,walking great wall china step testament ancient engineering marvel,0.7845,Positive
506,CallOfDutyBlackopsColdWar,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ",accomplishment,15-04-2020 5:30, FujiSummitAchiever ,Facebook, #Accomplishment #SunriseHues ,28,55, Japan ,2020,4,15,5,Other,Accomplishment,summit mount fuji breathtaking sunrise paint sky hue accomplishment,0.4588,Positive
507,Amazon,"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ",exploration,22-11-2016 13:00, AngkorWatAdventurer ,Instagram, #Exploration #KhmerStories ,20,40, Cambodia ,2016,11,22,13,Other,Exploration,exploring ancient ruin angkor wat stone whispering story khmer civilization,-0.5859,Negative
508,Overwatch,"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ",adventure,10-01-2019 14:45, AlpsSkiAdventurer ,Twitter, #Adventure #SnowPeakDance ,22,45, Switzerland ,2019,1,10,14,Other,Adventure,skiing slope swiss alp turn dance majesty snowcapped peak,0.0,Neutral
509,Xbox(Xseries),"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ",tranquility,28-02-2023 16:20, KyotoBambooSeeker ,Facebook, #Tranquility #ZenWisdom ,25,50, Japan ,2023,2,28,16,Other,Tranquility,tranquility kyoto bamboo forest whisper ancient zen wisdom echo grove,0.7351,Positive
510,NBA2K,"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ",grandeur,28-05-2018 18:30, NorwayFjordExplorer ,Instagram, #Grandeur #IcyMasterpiece ,22,45, Norway ,2018,5,28,18,Other,Grandeur,cruising fjord norway icy landscape breathtaking masterpiece nature grandeur,0.8885,Positive
511,Dota38,"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ",emotion,15-09-2022 20:00, AdeleConcertGoer ,Instagram, #Emotion #AdeleConcert ,40,80, USA ,2022,9,15,20,Other,Emotion,front row adeles concert note someone like resonates soulstirring emotion,0.3612,Positive
512,PlayStation5(PS5),"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ",energy,28-07-2019 21:30, BeyonceDancer ,Twitter, #Energy #BeyonceConcert ,35,70, USA ,2019,7,28,21,Other,Energy,dancing star beyoncs live show feeling power single lady every move,0.128,Positive
513,WorldOfCraft,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ",enchantment,10-05-2021 19:45, SwiftieDreamer ,Facebook, #Enchantment #TaylorSwift ,30,60, USA ,2021,5,10,19,Other,Enchantment,crowd taylor swift concert lyric love story create enchanting fairy tale,0.7964,Positive
514,Google,"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ",nostalgia,02-12-2018 22:15, QueenTributeFan ,Instagram, #Nostalgia #QueenTribute ,22,45, UK ,2018,12,2,22,Other,Nostalgia,rocking guitar solo queen tribute concert journey back time freddies spirit,0.1779,Positive
515,Facebook,"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ",serenity,18-08-2020 19:00, SheeranMelodyLover ,Twitter, #Serenity #EdSheeranConcert ,18,35, UK ,2020,8,18,19,Positive,Serenity,swaying ed sheerans acoustic melody serene evening filled perfect moment,0.7717,Positive
516,Microsoft,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ",joy,28-03-2017 20:30, MarsJoyExplorer ,Facebook, #Joy #BrunoMars ,28,55, USA ,2017,3,28,20,Positive,Joy,immersed pulsating beat bruno mar concert uptown funk becomes city joy,0.5859,Positive
517,ApexLegends,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ",celebration,15-01-2022 21:15, MJTributeDancer ,Instagram, #Celebration #MJTribute ,25,50, USA ,2022,1,15,21,Other,Celebration,michael jackson tribute show moonwalking hit celebration king pop,0.0,Neutral
518,FIFA,"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ",charm,10-06-2019 18:45, SinatraCharmListener ,Twitter, #Charm #SinatraTribute ,22,45, USA ,2019,6,10,18,Other,Charm,swinging rhythm frank sinatra tribute feeling timeless charm fly moon,0.4939,Positive
519,Borderlands,"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ",ecstasy,20-03-2023 22:30, MetallicaMoshWarrior ,Facebook, #Ecstasy #MetallicaConcert ,35,70, USA ,2023,3,20,22,Other,Ecstasy,mosh pit metallica concert thunderous chord create symphony headbanging ecstasy,0.7184,Positive
520,CallOfDutyBlackopsColdWar,"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ",hope,28-11-2016 19:00, ColdplayHopeSeeker ,Instagram, #Hope #ColdplayMagic ,30,60, UK ,2016,11,28,19,Positive,Hope,experiencing magic coldplay concert fix becomes beacon hope night,0.4404,Positive
521,Amazon,"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ",enthusiasm,05-08-2018 20:00, BieberDanceEnthusiast ,Instagram, #Enthusiasm #JustinBieber ,40,80, Canada ,2018,8,5,20,Other,Enthusiasm,justin bieber concert infectious beat baby create dance floor unbridled enthusiasm,0.6124,Positive
522,Overwatch,"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ",creativity,15-04-2021 21:30, GagaArtisticChameleon ,Twitter, #Creativity #LadyGaga ,35,70, USA ,2021,4,15,21,Other,Creativity,spotlight lady gaga show costume change metamorphosis creativity artistry,0.3818,Positive
523,Xbox(Xseries),"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ",emotion,28-11-2019 19:45, AdeleMelodyTearjerker ,Facebook, #Emotion #AdeleMelodies ,30,60, UK ,2019,11,28,19,Other,Emotion,immersed soulful melody adele tear flow freely moved emotion hello,0.4404,Positive
524,NBA2K,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",colorful,22-06-2020 22:00, KatyPerryColorExplosion ,Instagram, #Colorful #KatyPerry ,22,45, USA ,2020,6,22,22,Other,Colorful,drenched confetti katy perry concert kaleidoscope color igniting night sky,0.0,Neutral
525,Dota39,"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ",pride,10-09-2017 20:15, JayZEmpireListener ,Twitter, #Pride #JayZAnthem ,18,35, USA ,2017,9,10,20,Positive,Pride,audience jayz performance lyric empire state mind become anthem pride,0.34,Positive
526,PlayStation5(PS5),"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ",hypnotic,28-02-2022 21:15, ShakiraHipsDancer ,Facebook, #Hypnotic #ShakiraRhythms ,28,55, Colombia ,2022,2,28,21,Other,Hypnotic,dancing shakiras rhythmic beat hip swaying hypnotic charm hip dont lie,0.4019,Positive
527,WorldOfCraft,"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ",connection,15-05-2016 19:30, U2ConnectionSeeker ,Instagram, #Connection #U2Anthem ,25,50, Ireland ,2016,5,15,19,Other,Connection,u concert anthemic chord without create timeless moment connection,-0.2057,Negative
528,Google,"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ",iconic,10-12-2018 22:30, GunsNRosesRiffRockstar ,Twitter, #Iconic #GNRConcert ,22,45, USA ,2018,12,10,22,Other,Iconic,rocking gun n rose show iconic riff sweet child mine echoing night,0.1531,Positive
529,Facebook,"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ",euphoria,22-01-2023 20:00, ArianaEuphoriaChaser ,Facebook, #Euphoria #ArianaGrande ,35,70, USA ,2023,1,22,20,Other,Euphoria,crowd ariana grande concert high note create euphoric symphony,0.743,Positive
530,Microsoft,"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ",journey,05-03-2020 18:45, MarleyReggaeTraveler ,Instagram, #Journey #BobMarleyTribute ,30,60, Jamaica ,2020,3,5,18,Other,Journey,swaying reggae vibe bob marley tribute concert chord journey jamaica soul,0.0,Neutral
531,ApexLegends,"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ",excitement,12-10-2018 20:00, MovieEnthusiastPremiereAttendee ,Twitter, #Excitement #MoviePremiereThrills ,40,80, USA ,2018,10,12,20,Positive,Excitement,captivated spellbinding plot twist audience applauds experiencing rollercoaster emotion movie premiere,0.6124,Positive
532,FIFA,"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ",nostalgia,25-06-2019 22:15, FilmLoverNostalgiaSeeker ,Instagram, #Nostalgia #ClassicFilmMoments ,35,70, UK ,2019,6,25,22,Other,Nostalgia,credit roll profound sense nostalgia wash reminiscent cherished moment classic film,0.7096,Positive
533,Borderlands,"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ",engagement,08-07-2020 19:30, WebSeriesViewerCharacterConnection ,Facebook, #Engagement #WebSeriesJourney ,30,60, Canada ,2020,7,8,19,Other,Engagement,streaming latest web series viewer engrossed character journey feeling sense connection empathy,0.2732,Positive
534,CallOfDutyBlackopsColdWar,"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ",pride,18-09-2017 21:45, IndieFilmmakerFestivalSuccess ,Twitter, #Pride #IndieFilmSuccess ,22,45, Australia ,2017,9,18,21,Positive,Pride,film festival indie filmmaker creation receives standing ovation evoking pride sense accomplishment,0.7717,Positive
535,Amazon,"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ",touched,15-01-2021 18:00, DramaEnthusiastHeartwarmingMoments ,Instagram, #Touched #FamilyDramaMoments ,28,55, India ,2021,1,15,18,Other,Touched,watching heartwarming family drama tear flow freely character overcome challenge leaving viewer warm glow,0.802,Positive
536,Overwatch,"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ",gratitude,28-02-2016 20:30, AwardWinningActorOscarsRecipient ,Facebook, #Gratitude #OscarWinningMoment ,18,35, USA ,2016,2,28,20,Positive,Gratitude,oscar actor graciously accepts award radiating joy gratitude recognition outstanding performance,0.9648,Positive
537,Xbox(Xseries),"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ",inspiration,20-04-2022 17:30, DocumentaryEnthusiastHiddenGemFinder ,Twitter, #Inspiration #HiddenGemDiscovery ,22,45, France ,2022,4,20,17,Other,Inspiration,discovering hidden gem world documentary viewer enlightened inspired feeling renewed sense curiosity,0.7845,Positive
538,NBA2K,"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ",contemplation,05-11-2019 21:15, FilmBuffContemplativeViewer ,Instagram, #Contemplation #DeepMeanings ,28,55, Germany ,2019,11,5,21,Other,Contemplation,movie credit roll viewer experience mix awe contemplation pondering deeper meaning woven storyline,0.3818,Positive
539,Dota40,"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ",suspense,12-07-2015 22:00, CrimeSeriesEnthusiastThrillSeeker ,Facebook, #Suspense #CrimeSeriesThrills ,35,70, Japan ,2015,7,12,22,Other,Suspense,bingewatching thrilling crime series suspense keep viewer edge seat creating rush adrenaline,0.2023,Positive
540,PlayStation5(PS5),"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ",satisfaction,10-09-2020 19:45, FilmCriticSatisfactionSeeker ,Twitter, #Satisfaction #FulfillingEnding ,22,45, Brazil ,2020,9,10,19,Other,Satisfaction,closing scene unfolds sense satisfaction wash completing cinematic journey profound fulfilling ending,0.4404,Positive
541,WorldOfCraft,"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ",joy,15-07-2018 21:30, FootballFanWorldCupCelebration ,Instagram, #Joy #WorldCupTriumph ,40,80, Brazil ,2018,7,15,21,Positive,Joy,celebrating historic victory world cup nation erupts joy united triumph football team,0.9246,Positive
542,Google,"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ",inspiration,08-08-2020 19:45, OlympicsEnthusiastGoldMedalWinner ,Twitter, #Inspiration #OlympicAchievement ,35,70, USA ,2020,8,8,19,Other,Inspiration,olympics athlete perseverance shine earning gold medal inspiring generation remarkable achievement,0.8591,Positive
543,Facebook,"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ",excitement,25-06-2019 22:15, CricketFanChampionshipThrills ,Facebook, #Excitement #CricketChampionship ,30,60, India ,2019,6,25,22,Positive,Excitement,cricket championship nailbiting finish leaf fan edge seat experiencing rollercoaster emotion,0.6369,Positive
544,Microsoft,"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ",admiration,07-11-2021 17:30, MarathonSpectatorRecordBreaking ,Instagram, #Admiration #MarathonRecords ,22,45, Kenya ,2021,11,7,17,Positive,Admiration,witnessing recordbreaking marathon spectator filled awe admiration endurance dedication runner,0.5423,Positive
